Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
28111807,MALARIA_RDT_POS,COUNTRY,CMR,YEAR,2018,,,,,,,,,1 828 745,1828745,,,,2022-02-10T07:52:01Z,2018,2018-01-01,2018-12-31
28111808,MALARIA_RDT_POS,COUNTRY,CMR,YEAR,2019,,,,,,,,,1 722 188,1722188,,,,2022-02-10T07:52:01Z,2019,2019-01-01,2019-12-31
28111809,MALARIA_RDT_POS,COUNTRY,CMR,YEAR,2020,,,,,,,,,1 933 546,1933546,,,,2022-02-10T07:52:01Z,2020,2020-01-01,2020-12-31
28111810,MALARIA_RDT_POS,COUNTRY,COD,YEAR,2010,,,,,,,,,42 850,42850,,,,2022-02-10T07:52:01Z,2010,2010-01-01,2010-12-31
28111811,MALARIA_RDT_POS,COUNTRY,COD,YEAR,2011,,,,,,,,,1 861 163,1861163,,,,2022-02-10T07:52:01Z,2011,2011-01-01,2011-12-31
28111812,MALARIA_RDT_POS,COUNTRY,COD,YEAR,2012,,,,,,,,,2 134 734,2134734,,,,2022-02-10T07:52:01Z,2012,2012-01-01,2012-12-31
28111813,MALARIA_RDT_POS,COUNTRY,COD,YEAR,2013,,,,,,,,,4 108 409,4108409,,,,2022-02-10T07:52:01Z,2013,2013-01-01,2013-12-31
28111814,MALARIA_RDT_POS,COUNTRY,COD,YEAR,2014,,,,,,,,,8 161 965,8161965,,,,2022-02-10T07:52:01Z,2014,2014-01-01,2014-12-31
28111815,MALARIA_RDT_POS,COUNTRY,COD,YEAR,2015,,,,,,,,,10 636 165,10636165,,,,2022-02-10T07:52:01Z,2015,2015-01-01,2015-12-31
28111816,MALARIA_RDT_POS,COUNTRY,COD,YEAR,2016,,,,,,,,,14 973 987,14973987,,,,2022-02-10T07:52:01Z,2016,2016-01-01,2016-12-31
28111817,MALARIA_RDT_POS,COUNTRY,COD,YEAR,2017,,,,,,,,,15 501 285,15501285,,,,2022-02-10T07:52:01Z,2017,2017-01-01,2017-12-31
28111818,MALARIA_RDT_POS,COUNTRY,COD,YEAR,2018,,,,,,,,,15 976 630,15976630,,,,2022-02-10T07:52:01Z,2018,2018-01-01,2018-12-31
28111819,MALARIA_RDT_POS,COUNTRY,COD,YEAR,2019,,,,,,,,,20 480 310,20480310,,,,2022-02-10T07:52:01Z,2019,2019-01-01,2019-12-31
28111820,MALARIA_RDT_POS,COUNTRY,COD,YEAR,2020,,,,,,,,,21 376 223,21376223,,,,2022-02-10T07:52:01Z,2020,2020-01-01,2020-12-31
28111821,MALARIA_RDT_POS,COUNTRY,COG,YEAR,2014,,,,,,,,,11 800,11800,,,,2022-02-10T07:52:01Z,2014,2014-01-01,2014-12-31
28111822,MALARIA_RDT_POS,COUNTRY,COG,YEAR,2016,,,,,,,,,37 235,37235,,,,2022-02-10T07:52:01Z,2016,2016-01-01,2016-12-31
28111823,MALARIA_RDT_POS,COUNTRY,COG,YEAR,2020,,,,,,,,,36 190,36190,,,,2022-02-10T07:52:01Z,2020,2020-01-01,2020-12-31
28111824,MALARIA_RDT_POS,COUNTRY,COM,YEAR,2010,,,,,,,,,1 339,1339,,,,2022-02-10T07:52:01Z,2010,2010-01-01,2010-12-31
28111825,MALARIA_RDT_POS,COUNTRY,COM,YEAR,2011,,,,,,,,,2 578,2578,,,,2022-02-10T07:52:01Z,2011,2011-01-01,2011-12-31
28111826,MALARIA_RDT_POS,COUNTRY,COM,YEAR,2012,,,,,,,,,4 333,4333,,,,2022-02-10T07:52:01Z,2012,2012-01-01,2012-12-31
28111827,MALARIA_RDT_POS,COUNTRY,COM,YEAR,2013,,,,,,,,,7 026,7026,,,,2022-02-10T07:52:01Z,2013,2013-01-01,2013-12-31
28111828,MALARIA_RDT_POS,COUNTRY,COM,YEAR,2014,,,,,,,,,216,216,,,,2022-02-10T07:52:01Z,2014,2014-01-01,2014-12-31
28111829,MALARIA_RDT_POS,COUNTRY,COM,YEAR,2015,,,,,,,,,921,921,,,,2022-02-10T07:52:01Z,2015,2015-01-01,2015-12-31
28111830,MALARIA_RDT_POS,COUNTRY,COM,YEAR,2016,,,,,,,,,908,908,,,,2022-02-10T07:52:01Z,2016,2016-01-01,2016-12-31
28111831,MALARIA_RDT_POS,COUNTRY,COM,YEAR,2017,,,,,,,,,2 571,2571,,,,2022-02-10T07:52:01Z,2017,2017-01-01,2017-12-31
28111832,MALARIA_RDT_POS,COUNTRY,COM,YEAR,2018,,,,,,,,,6 416,6416,,,,2022-02-10T07:52:01Z,2018,2018-01-01,2018-12-31
28111833,MALARIA_RDT_POS,COUNTRY,COM,YEAR,2020,,,,,,,,,1 207,1207,,,,2022-02-10T07:52:01Z,2020,2020-01-01,2020-12-31
28111834,MALARIA_RDT_POS,COUNTRY,CPV,YEAR,2011,,,,,,,,,36,36,,,,2022-02-10T07:52:01Z,2011,2011-01-01,2011-12-31
28111835,MALARIA_RDT_POS,COUNTRY,CPV,YEAR,2019,,,,,,,,,40,40,,,,2022-02-10T07:52:01Z,2019,2019-01-01,2019-12-31
28111836,MALARIA_RDT_POS,COUNTRY,CPV,YEAR,2020,,,,,,,,,0,0,,,,2022-02-10T07:52:01Z,2020,2020-01-01,2020-12-31
28111837,MALARIA_RDT_POS,COUNTRY,ERI,YEAR,2010,,,,,,,,,22 088,22088,,,,2022-02-10T07:52:01Z,2010,2010-01-01,2010-12-31
28111838,MALARIA_RDT_POS,COUNTRY,ERI,YEAR,2011,,,,,,,,,19 540,19540,,,,2022-02-10T07:52:01Z,2011,2011-01-01,2011-12-31
28111839,MALARIA_RDT_POS,COUNTRY,ERI,YEAR,2012,,,,,,,,,10 258,10258,,,,2022-02-10T07:52:01Z,2012,2012-01-01,2012-12-31
28111840,MALARIA_RDT_POS,COUNTRY,ERI,YEAR,2013,,,,,,,,,10 427,10427,,,,2022-02-10T07:52:01Z,2013,2013-01-01,2013-12-31
28111841,MALARIA_RDT_POS,COUNTRY,ERI,YEAR,2014,,,,,,,,,39 541,39541,,,,2022-02-10T07:52:01Z,2014,2014-01-01,2014-12-31
28111842,MALARIA_RDT_POS,COUNTRY,ERI,YEAR,2015,,,,,,,,,19 704,19704,,,,2022-02-10T07:52:01Z,2015,2015-01-01,2015-12-31
28111843,MALARIA_RDT_POS,COUNTRY,ERI,YEAR,2017,,,,,,,,,39 486,39486,,,,2022-02-10T07:52:01Z,2017,2017-01-01,2017-12-31
28111844,MALARIA_RDT_POS,COUNTRY,ERI,YEAR,2018,,,,,,,,,36 115,36115,,,,2022-02-10T07:52:01Z,2018,2018-01-01,2018-12-31
28111845,MALARIA_RDT_POS,COUNTRY,ERI,YEAR,2019,,,,,,,,,75 761,75761,,,,2022-02-10T07:52:01Z,2019,2019-01-01,2019-12-31
28111846,MALARIA_RDT_POS,COUNTRY,ERI,YEAR,2020,,,,,,,,,56 105,56105,,,,2022-02-10T07:52:01Z,2020,2020-01-01,2020-12-31
28111847,MALARIA_RDT_POS,COUNTRY,GAB,YEAR,2010,,,,,,,,,1 120,1120,,,,2022-02-10T07:52:01Z,2010,2010-01-01,2010-12-31
28111848,MALARIA_RDT_POS,COUNTRY,GAB,YEAR,2012,,,,,,,,,1 059,1059,,,,2022-02-10T07:52:01Z,2012,2012-01-01,2012-12-31
28111849,MALARIA_RDT_POS,COUNTRY,GAB,YEAR,2013,,,,,,,,,2 550,2550,,,,2022-02-10T07:52:01Z,2013,2013-01-01,2013-12-31
28111850,MALARIA_RDT_POS,COUNTRY,GAB,YEAR,2014,,,,,,,,,4 213,4213,,,,2022-02-10T07:52:01Z,2014,2014-01-01,2014-12-31
28111851,MALARIA_RDT_POS,COUNTRY,GAB,YEAR,2015,,,,,,,,,3 477,3477,,,,2022-02-10T07:52:01Z,2015,2015-01-01,2015-12-31
28111852,MALARIA_RDT_POS,COUNTRY,GAB,YEAR,2016,,,,,,,,,1 496,1496,,,,2022-02-10T07:52:01Z,2016,2016-01-01,2016-12-31
28111853,MALARIA_RDT_POS,COUNTRY,GAB,YEAR,2017,,,,,,,,,6 947,6947,,,,2022-02-10T07:52:01Z,2017,2017-01-01,2017-12-31
28111854,MALARIA_RDT_POS,COUNTRY,GAB,YEAR,2018,,,,,,,,,23 607,23607,,,,2022-02-10T07:52:01Z,2018,2018-01-01,2018-12-31
28111855,MALARIA_RDT_POS,COUNTRY,GAB,YEAR,2019,,,,,,,,,21 998,21998,,,,2022-02-10T07:52:02Z,2019,2019-01-01,2019-12-31
28111856,MALARIA_RDT_POS,COUNTRY,GAB,YEAR,2020,,,,,,,,,20 310,20310,,,,2022-02-10T07:52:02Z,2020,2020-01-01,2020-12-31
28111857,MALARIA_RDT_POS,COUNTRY,GHA,YEAR,2010,,,,,,,,,42 253,42253,,,,2022-02-10T07:52:02Z,2010,2010-01-01,2010-12-31
28111858,MALARIA_RDT_POS,COUNTRY,GHA,YEAR,2011,,,,,,,,,416 504,416504,,,,2022-02-10T07:52:02Z,2011,2011-01-01,2011-12-31
28111859,MALARIA_RDT_POS,COUNTRY,GHA,YEAR,2012,,,,,,,,,783 467,783467,,,,2022-02-10T07:52:02Z,2012,2012-01-01,2012-12-31
28111860,MALARIA_RDT_POS,COUNTRY,GHA,YEAR,2013,,,,,,,,,921 744,921744,,,,2022-02-10T07:52:02Z,2013,2013-01-01,2013-12-31
28111861,MALARIA_RDT_POS,COUNTRY,GHA,YEAR,2014,,,,,,,,,2 445 464,2445464,,,,2022-02-10T07:52:02Z,2014,2014-01-01,2014-12-31
28111862,MALARIA_RDT_POS,COUNTRY,GHA,YEAR,2015,,,,,,,,,4 722 792,4722792,,,,2022-02-10T07:52:02Z,2015,2015-01-01,2015-12-31
28111863,MALARIA_RDT_POS,COUNTRY,GHA,YEAR,2016,,,,,,,,,4 239 967,4239967,,,,2022-02-10T07:52:02Z,2016,2016-01-01,2016-12-31
28111864,MALARIA_RDT_POS,COUNTRY,GHA,YEAR,2017,,,,,,,,,5 913 356,5913356,,,,2022-02-10T07:52:02Z,2017,2017-01-01,2017-12-31
28111865,MALARIA_RDT_POS,COUNTRY,GHA,YEAR,2018,,,,,,,,,3 826 106,3826106,,,,2022-02-10T07:52:02Z,2018,2018-01-01,2018-12-31
28111866,MALARIA_RDT_POS,COUNTRY,GHA,YEAR,2019,,,,,,,,,4 954 841,4954841,,,,2022-02-10T07:52:02Z,2019,2019-01-01,2019-12-31
28111867,MALARIA_RDT_POS,COUNTRY,GHA,YEAR,2020,,,,,,,,,4 046 554,4046554,,,,2022-02-10T07:52:02Z,2020,2020-01-01,2020-12-31
28111868,MALARIA_RDT_POS,COUNTRY,GIN,YEAR,2011,,,,,,,,,90 124,90124,,,,2022-02-10T07:52:02Z,2011,2011-01-01,2011-12-31
28111869,MALARIA_RDT_POS,COUNTRY,GIN,YEAR,2012,,,,,,,,,148 837,148837,,,,2022-02-10T07:52:02Z,2012,2012-01-01,2012-12-31
28111870,MALARIA_RDT_POS,COUNTRY,GIN,YEAR,2013,,,,,,,,,147 904,147904,,,,2022-02-10T07:52:02Z,2013,2013-01-01,2013-12-31
28111871,MALARIA_RDT_POS,COUNTRY,GIN,YEAR,2014,,,,,,,,,577 389,577389,,,,2022-02-10T07:52:02Z,2014,2014-01-01,2014-12-31
28111872,MALARIA_RDT_POS,COUNTRY,GIN,YEAR,2015,,,,,,,,,758 768,758768,,,,2022-02-10T07:52:02Z,2015,2015-01-01,2015-12-31
28111873,MALARIA_RDT_POS,COUNTRY,GIN,YEAR,2016,,,,,,,,,938 341,938341,,,,2022-02-10T07:52:02Z,2016,2016-01-01,2016-12-31
28111874,MALARIA_RDT_POS,COUNTRY,GIN,YEAR,2017,,,,,,,,,1 271 112,1271112,,,,2022-02-10T07:52:02Z,2017,2017-01-01,2017-12-31
28111875,MALARIA_RDT_POS,COUNTRY,GIN,YEAR,2018,,,,,,,,,1 137 877,1137877,,,,2022-02-10T07:52:02Z,2018,2018-01-01,2018-12-31
28111876,MALARIA_RDT_POS,COUNTRY,GIN,YEAR,2019,,,,,,,,,2 030 259,2030259,,,,2022-02-10T07:52:02Z,2019,2019-01-01,2019-12-31
28111877,MALARIA_RDT_POS,COUNTRY,GIN,YEAR,2020,,,,,,,,,1 891 408,1891408,,,,2022-02-10T07:52:02Z,2020,2020-01-01,2020-12-31
28111878,MALARIA_RDT_POS,COUNTRY,GMB,YEAR,2010,,,,,,,,,64 108,64108,,,,2022-02-10T07:52:02Z,2010,2010-01-01,2010-12-31
28111879,MALARIA_RDT_POS,COUNTRY,GMB,YEAR,2011,,,,,,,,,196 432,196432,,,,2022-02-10T07:52:02Z,2011,2011-01-01,2011-12-31
