Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
28116409,MALARIA_MICR_POS,COUNTRY,COD,YEAR,2015,,,,,,,,,1 902 640,1902640,,,,2022-02-10T08:24:48Z,2015,2015-01-01,2015-12-31
28116410,MALARIA_MICR_POS,COUNTRY,COD,YEAR,2016,,,,,,,,,1 847 143,1847143,,,,2022-02-10T08:24:48Z,2016,2016-01-01,2016-12-31
28116411,MALARIA_MICR_POS,COUNTRY,COD,YEAR,2017,,,,,,,,,1 291 717,1291717,,,,2022-02-10T08:24:48Z,2017,2017-01-01,2017-12-31
28116412,MALARIA_MICR_POS,COUNTRY,COD,YEAR,2018,,,,,,,,,995 577,995577,,,,2022-02-10T08:24:48Z,2018,2018-01-01,2018-12-31
28116413,MALARIA_MICR_POS,COUNTRY,COD,YEAR,2019,,,,,,,,,1 128 371,1128371,,,,2022-02-10T08:24:48Z,2019,2019-01-01,2019-12-31
28116414,MALARIA_MICR_POS,COUNTRY,COD,YEAR,2020,,,,,,,,,1 214 424,1214424,,,,2022-02-10T08:24:48Z,2020,2020-01-01,2020-12-31
28116415,MALARIA_MICR_POS,COUNTRY,COG,YEAR,2011,,,,,,,,,37 744,37744,,,,2022-02-10T08:24:48Z,2011,2011-01-01,2011-12-31
28116416,MALARIA_MICR_POS,COUNTRY,COG,YEAR,2012,,,,,,,,,120 319,120319,,,,2022-02-10T08:24:48Z,2012,2012-01-01,2012-12-31
28116417,MALARIA_MICR_POS,COUNTRY,COG,YEAR,2013,,,,,,,,,43 232,43232,,,,2022-02-10T08:24:48Z,2013,2013-01-01,2013-12-31
28116418,MALARIA_MICR_POS,COUNTRY,COG,YEAR,2014,,,,,,,,,54 523,54523,,,,2022-02-10T08:24:48Z,2014,2014-01-01,2014-12-31
28116419,MALARIA_MICR_POS,COUNTRY,COG,YEAR,2015,,,,,,,,,51 529,51529,,,,2022-02-10T08:24:48Z,2015,2015-01-01,2015-12-31
28116420,MALARIA_MICR_POS,COUNTRY,COG,YEAR,2016,,,,,,,,,134 612,134612,,,,2022-02-10T08:24:48Z,2016,2016-01-01,2016-12-31
28116421,MALARIA_MICR_POS,COUNTRY,COG,YEAR,2017,,,,,,,,,127 939,127939,,,,2022-02-10T08:24:48Z,2017,2017-01-01,2017-12-31
28116422,MALARIA_MICR_POS,COUNTRY,COG,YEAR,2018,,,,,,,,,116 903,116903,,,,2022-02-10T08:24:48Z,2018,2018-01-01,2018-12-31
28116423,MALARIA_MICR_POS,COUNTRY,COG,YEAR,2019,,,,,,,,,117 837,117837,,,,2022-02-10T08:24:48Z,2019,2019-01-01,2019-12-31
28116424,MALARIA_MICR_POS,COUNTRY,COG,YEAR,2020,,,,,,,,,55 348,55348,,,,2022-02-10T08:24:48Z,2020,2020-01-01,2020-12-31
28116425,MALARIA_MICR_POS,COUNTRY,COM,YEAR,2010,,,,,,,,,35 199,35199,,,,2022-02-10T08:24:48Z,2010,2010-01-01,2010-12-31
28116426,MALARIA_MICR_POS,COUNTRY,COM,YEAR,2011,,,,,,,,,22 278,22278,,,,2022-02-10T08:24:48Z,2011,2011-01-01,2011-12-31
28116427,MALARIA_MICR_POS,COUNTRY,COM,YEAR,2012,,,,,,,,,45 507,45507,,,,2022-02-10T08:24:48Z,2012,2012-01-01,2012-12-31
28116428,MALARIA_MICR_POS,COUNTRY,COM,YEAR,2013,,,,,,,,,46 130,46130,,,,2022-02-10T08:24:48Z,2013,2013-01-01,2013-12-31
28116429,MALARIA_MICR_POS,COUNTRY,COM,YEAR,2014,,,,,,,,,1 987,1987,,,,2022-02-10T08:24:48Z,2014,2014-01-01,2014-12-31
28116430,MALARIA_MICR_POS,COUNTRY,COM,YEAR,2015,,,,,,,,,963,963,,,,2022-02-10T08:24:48Z,2015,2015-01-01,2015-12-31
28116431,MALARIA_MICR_POS,COUNTRY,COM,YEAR,2016,,,,,,,,,559,559,,,,2022-02-10T08:24:48Z,2016,2016-01-01,2016-12-31
28116432,MALARIA_MICR_POS,COUNTRY,COM,YEAR,2017,,,,,,,,,1 325,1325,,,,2022-02-10T08:24:48Z,2017,2017-01-01,2017-12-31
28116433,MALARIA_MICR_POS,COUNTRY,COM,YEAR,2018,,,,,,,,,9 197,9197,,,,2022-02-10T08:24:48Z,2018,2018-01-01,2018-12-31
28116434,MALARIA_MICR_POS,COUNTRY,COM,YEAR,2020,,,,,,,,,3 339,3339,,,,2022-02-10T08:24:48Z,2020,2020-01-01,2020-12-31
28116435,MALARIA_MICR_POS,COUNTRY,CPV,YEAR,2010,,,,,,,,,47,47,,,,2022-02-10T08:24:48Z,2010,2010-01-01,2010-12-31
28116436,MALARIA_MICR_POS,COUNTRY,CPV,YEAR,2012,,,,,,,,,36,36,,,,2022-02-10T08:24:48Z,2012,2012-01-01,2012-12-31
28116437,MALARIA_MICR_POS,COUNTRY,CPV,YEAR,2013,,,,,,,,,46,46,,,,2022-02-10T08:24:48Z,2013,2013-01-01,2013-12-31
28116438,MALARIA_MICR_POS,COUNTRY,CPV,YEAR,2014,,,,,,,,,46,46,,,,2022-02-10T08:24:48Z,2014,2014-01-01,2014-12-31
28116439,MALARIA_MICR_POS,COUNTRY,CPV,YEAR,2015,,,,,,,,,28,28,,,,2022-02-10T08:24:48Z,2015,2015-01-01,2015-12-31
28116440,MALARIA_MICR_POS,COUNTRY,CPV,YEAR,2016,,,,,,,,,75,75,,,,2022-02-10T08:24:48Z,2016,2016-01-01,2016-12-31
28116441,MALARIA_MICR_POS,COUNTRY,CPV,YEAR,2017,,,,,,,,,446,446,,,,2022-02-10T08:24:48Z,2017,2017-01-01,2017-12-31
28116442,MALARIA_MICR_POS,COUNTRY,CPV,YEAR,2018,,,,,,,,,21,21,,,,2022-02-10T08:24:48Z,2018,2018-01-01,2018-12-31
28116443,MALARIA_MICR_POS,COUNTRY,CPV,YEAR,2019,,,,,,,,,40,40,,,,2022-02-10T08:24:48Z,2019,2019-01-01,2019-12-31
