"","iso","id_1","region"
"1856","IND",10315305,"Asia"
"1857","IND",10315640,"Asia"
"1858","IND",10315667,"Asia"
"1859","IND",10315000,"Asia"
"1860","IND",10316203,"Asia"
"1861","IND",10316313,"Asia"
"1862","IND",10315753,"Asia"
"1863","IND",10315914,"Asia"
"1864","NIC",10313277,"Latin America and the Caribbean"
"1865","IND",10314889,"Asia"
"1866","NIC",10313515,"Latin America and the Caribbean"
"1867","NIC",10313722,"Latin America and the Caribbean"
"1868","NIC",10314951,"Latin America and the Caribbean"
"1869","NIC",10315604,"Latin America and the Caribbean"
"1870","NIC",10314152,"Latin America and the Caribbean"
"1871","NIC",10316432,"Latin America and the Caribbean"
"1872","NIC",10315393,"Latin America and the Caribbean"
"1873","VEN",10315178,"Latin America and the Caribbean"
"1874","VEN",10315758,"Latin America and the Caribbean"
"1875","VEN",10316061,"Latin America and the Caribbean"
"1876","VEN",10315022,"Latin America and the Caribbean"
"1877","VEN",10316083,"Latin America and the Caribbean"
"1878","VEN",10315931,"Latin America and the Caribbean"
"1879","NIC",10313151,"Latin America and the Caribbean"
"1880","NIC",10315019,"Latin America and the Caribbean"
"1881","VEN",10314802,"Latin America and the Caribbean"
"1882","VEN",10314901,"Latin America and the Caribbean"
"1883","COM",10315278,"Africa"
"1884","NIC",10313849,"Latin America and the Caribbean"
"1885","NIC",10312913,"Latin America and the Caribbean"
"1886","NIC",10315094,"Latin America and the Caribbean"
"1887","NIC",10314823,"Latin America and the Caribbean"
"1888","NIC",10315565,"Latin America and the Caribbean"
"1889","NIC",10313454,"Latin America and the Caribbean"
"1890","VEN",10315380,"Latin America and the Caribbean"
"1891","VEN",10316062,"Latin America and the Caribbean"
"1892","NIC",10316388,"Latin America and the Caribbean"
"1893","NIC",10313444,"Latin America and the Caribbean"
"1894","VEN",10315137,"Latin America and the Caribbean"
"1895","VEN",10315655,"Latin America and the Caribbean"
"1896","VEN",10313957,"Latin America and the Caribbean"
"1897","VEN",10313067,"Latin America and the Caribbean"
"1898","VEN",10315085,"Latin America and the Caribbean"
"1899","VEN",10313692,"Latin America and the Caribbean"
"1900","MDG",10023001,"Africa"
"1901","MDG",10023002,"Africa"
"1902","MDG",10023003,"Africa"
"1903","MDG",10022990,"Africa"
"1904","MDG",10023000,"Africa"
"1905","MDG",10022994,"Africa"
"1906","MDG",10022995,"Africa"
"1907","MDG",10022984,"Africa"
"1908","MDG",10022987,"Africa"
"1909","MDG",10022991,"Africa"
"1910","MDG",10022992,"Africa"
"1911","MDG",10022985,"Africa"
"1912","VEN",10313302,"Latin America and the Caribbean"
"1913","VEN",10313054,"Latin America and the Caribbean"
"1914","VEN",10313363,"Latin America and the Caribbean"
"1915","VEN",10314155,"Latin America and the Caribbean"
"1916","CHN",10315321,"Asia"
"1917","MDG",10022996,"Africa"
"1918","MDG",10023004,"Africa"
"1919","MDG",10022988,"Africa"
"1920","MDG",10022997,"Africa"
"1921","MDG",10022986,"Africa"
"1922","MDG",10022993,"Africa"
"1923","COM",10313452,"Africa"
"1924","COM",10315233,"Africa"
"1925","ERI",604492669,"Africa"
"1926","MWI",604492670,"Africa"
"1927","ATF",10312906,NA
"1928","ATF",10316389,NA
"1929","ATF",10313632,NA
"1930","ATF",10313490,NA
"1931","MDG",10022998,"Africa"
"1932","MDG",10022989,"Africa"
"1933","MDG",10022983,"Africa"
"1934","MDG",10022999,"Africa"
"1935","SDN",604492671,"Africa"
"1936","GMB",604492672,"Africa"
"1937","MOZ",604492673,"Africa"
"1938","BDI",604492674,"Africa"
"1939","UGA",604492675,"Africa"
"1940","UGA",604492676,"Africa"
"1941","UGA",604492677,"Africa"
"1942","UGA",604100796,"Africa"
"1943","BOL",604100797,"Latin America and the Caribbean"
"1944","BOL",604100798,"Latin America and the Caribbean"
"1945","BOL",604100799,"Latin America and the Caribbean"
"1946","COD",604100800,"Africa"
"1947","COD",604100801,"Africa"
"1948","COD",604100802,"Africa"
"1949","COL",604100803,"Latin America and the Caribbean"
"1950","DOM",604100804,"Latin America and the Caribbean"
"1951","DOM",604100805,"Latin America and the Caribbean"
"1952","DOM",604100806,"Latin America and the Caribbean"
"1953","DOM",604100807,"Latin America and the Caribbean"
"1954","DOM",604100808,"Latin America and the Caribbean"
"1955","DOM",604100809,"Latin America and the Caribbean"
"1956","DOM",604100810,"Latin America and the Caribbean"
"1957","DOM",604100811,"Latin America and the Caribbean"
"1958","DOM",604100812,"Latin America and the Caribbean"
"1959","DOM",604100813,"Latin America and the Caribbean"
"1960","KHM",604100814,"Asia"
"1961","RWA",604100815,"Africa"
"1962","CHN",604100816,"Asia"
"1963","PAN",604100817,"Latin America and the Caribbean"
"1964","PER",604100818,"Latin America and the Caribbean"
"1965","PNG",604100819,"Oceania"
"1966","PNG",604100820,"Oceania"
"1967","PNG",604100821,"Oceania"
"1968","PNG",604100822,"Oceania"
"1969","TZA",604100823,"Africa"
"1970","TZA",604100824,"Africa"
"1971","TZA",604100825,"Africa"
"1972","TZA",604100826,"Africa"
"1973","TZA",604100827,"Africa"
"1974","BDI",604100828,"Africa"
"1975","ECU",604100829,"Latin America and the Caribbean"
"1976","BGD",604100830,"Asia"
"1977","BOL",604100831,"Latin America and the Caribbean"
"1978","BOL",604100832,"Latin America and the Caribbean"
"1979","KEN",604100833,"Africa"
"1980","UGA",604100834,"Africa"
